Id,result
0,0.07180155701524207
1,0.09084878316490519
2,0.03612808066737321
3,0.05234995262853118
4,0.038026220864475435
5,0.10206205874241454
6,0.09587502287410488
7,0.051758703142600754
8,0.060711149436782255
9,0.10601828149215618
10,0.04903198026914003
11,0.05993881663615346
12,0.133300430260424
13,0.09362251638445515
14,0.10366505896839866
15,0.03378093178045002
16,0.06555013462485101
17,0.0396670443712917
18,0.025633675641128686
19,0.06689801149210792
20,0.030184895686016993
21,0.05696116291657145
22,0.1428003160330677
23,0.512715752698956
24,0.19271215062240954
25,0.07235714598087016
26,0.024308143567443537
27,0.05894770050216804
28,0.0635815922911303
29,0.1551288238946548
30,0.07499486859770832
31,0.21317857206771174
32,0.0741780669834025
33,0.023206058872235286
34,0.05096465349293689
35,0.036144380961036796
36,0.3268298613849322
37,0.06549571340088857
38,0.07290212960256767
39,0.06569853942225043
40,0.11104633437845234
41,0.0515934478883213
42,0.050501412726201796
43,0.05600125698886053
44,0.03800316221737217
45,0.13645129792043148
46,0.08559250543910413
47,0.02480395945049704
48,0.06541522066944924
49,0.08940163030570746
50,0.04462137010528985
51,0.06431652707033332
52,0.05853501541595486
53,0.05849440357578279
54,0.07843821702862305
55,0.08332948144066647
56,0.1971712595997734
57,0.030669595470036212
58,0.09346285624304172
59,0.10094209291663879
60,0.06072825771272585
61,0.06996504521643152
62,0.02211445911385185
63,0.03908868443582497
64,0.06972382204899827
65,0.03998712549366891
66,0.0487596346067115
67,0.09615076745479711
68,0.03668259712843247
69,0.03668259712843247
70,0.03848705921776526
71,0.04265130868285719
72,0.08499083166896056
73,0.07544911845234199
74,0.054926392247552656
75,0.11334594014417958
76,0.04488807645338434
77,0.049128482790225726
78,0.03520279727137282
79,0.042937482945859716
80,0.06912719866704957
81,0.05134850485973417
82,0.048357529941577916
83,0.03212939255512183
84,0.022517912502627198
85,0.2101584777026983
86,0.09175758964146281
87,0.02453208456259807
88,0.12708747190938818
89,0.04849322784316043
90,0.04830186700447772
91,0.1880760090867718
92,0.02069413818267656
93,0.03449308609391504
94,0.02919769119442601
95,0.08172986254207172
96,0.09491865646898726
97,0.0726176053051316
98,0.050728198621638805
99,0.047939844468861445
100,0.10705576979782147
101,0.06062932986561226
102,0.025728571320049538
103,0.048549894510352715
104,0.058954772302894226
105,0.05609876991312197
106,0.16541462400754947
107,0.11318099373397511
108,0.033720972318227425
109,0.06542426857328987
110,0.0721252347532888
111,0.0568437157975297
112,0.08647376849124891
113,0.036105687528578324
114,0.08569795872260472
115,0.05868972655879095
116,0.07772782754750102
117,0.06933891230814226
118,0.04201035512184487
119,0.10392007379920482
120,0.1361006438235053
121,0.037449074757759014
122,0.04040141092521762
123,0.12157190014238022
124,0.07011140340636332
125,0.04297665725069258
126,0.07322905709219929
127,0.06405876489998479
128,0.057823620204292686
129,0.1754947260708339
130,0.03270940644177082
131,0.04965700121947284
132,0.15637879190053391
133,0.056100882022204604
134,0.06453673179425795
135,0.07596753521257668
136,0.047152885514486556
137,0.026363058156593885
138,0.038026220864475435
139,0.045246834648994365
140,0.07309182886485938
141,0.03800017809925774
142,0.06010512266739336
143,0.03904190517864647
144,0.06387213436544605
145,0.05297538723939875
146,0.05714780682289304
147,0.030433751058977377
148,0.09010842699702855
149,0.060993374207703704
150,0.04071144828453793
151,0.07063739290421259
152,0.048549894510352715
153,0.13839539348143967
154,0.2342903662133056
155,0.028386125828830017
156,0.07574182167793204
157,0.05846847278542041
158,0.07383728740458492
159,0.11079833400032285
160,0.054401118084911056
161,0.04466111828180597
162,0.05425410483043874
163,0.05658002841135863
164,0.0562727176745127
165,0.08913990421424954
166,0.0530705793945416
167,0.4505870090445051
168,0.13194785561975844
169,0.159181468976763
170,0.07937702585746824
171,0.10003838500254106
172,0.16984818372885307
173,0.0912853009419451
174,0.05385784739469148
175,0.0311668978804086
176,0.20624792689708546
177,0.06255006560252602
178,0.13848521395915134
179,0.1465598551514426
180,0.11090213339391919
181,0.04574611756378987
182,0.08003452549818846
183,0.06772772955676983
184,0.07655531886691744
185,0.04122529424057632
186,0.05546433709941952
187,0.04569993879719946
188,0.07971401969742864
189,0.07836808494383245
190,0.05892738489280556
191,0.05498562397708937
192,0.10801479192254917
193,0.0705353629660375
194,0.08737417968980021
195,0.06855656408346468
196,0.08986272986092521
197,0.04205799200798805
198,0.12030780793906705
199,0.0645418517778561
200,0.10240275703893427
201,0.14317466779611063
202,0.13081562407479988
203,0.07240399161351094
204,0.055635244515089326
205,0.06508320549388286
206,0.06352833411614002
207,0.03278283108402063
208,0.08007311027273034
209,0.0263303390629049
210,0.07472604876594606
211,0.023000381792297336
212,0.06194582872508622
213,0.051180085899515726
