Id,result
0,0.09964958862775707
1,0.07343078167682957
2,0.02497348167048345
3,0.0604299622537618
4,0.02672850422143716
5,0.09728444457465563
6,0.09434228265433267
7,0.04426910859584082
8,0.0742903378793836
9,0.1529349302807265
10,0.04575262669168917
11,0.0658626362287267
12,0.14525179699876678
13,0.11934820143645888
14,0.1077450818246464
15,0.05145163220550381
16,0.05210447214193012
17,0.046896207323140086
18,0.022484042339191553
19,0.09356936649593837
20,0.03051999074211217
21,0.03977457690869008
22,0.14894229791159858
23,0.0972693303603121
24,0.13134754987173675
25,0.06134165413446744
26,0.02023787150115462
27,0.047981719866028574
28,0.04769846674422909
29,0.18027384683519695
30,0.08469119228048382
31,0.1649815632734174
32,0.07452383207949138
33,0.011949568736762397
34,0.03593530808702284
35,0.03894579453060001
36,0.3946434853117271
37,0.03809035328341291
38,0.06186609017332391
39,0.0348954077952461
40,0.2155959534298996
41,0.05148267823585349
42,0.03465198786552463
43,0.05425010484488452
44,0.029464843559005846
45,0.1249427111941337
46,0.08298059032194664
47,0.029252521503855506
48,0.050656144107656544
49,0.10105228475109032
50,0.04519066856978697
51,0.07334799279764656
52,0.0688539244991137
53,0.05249209635885385
54,0.0792373434185042
55,0.09382422989028412
56,0.1293286963028915
57,0.03256739726949866
58,0.094267490391563
59,0.14704253260026814
60,0.033993904363336734
61,0.05395085924688252
62,0.01807870384064274
63,0.03593697467431113
64,0.03681196612172631
65,0.02709991122003122
66,0.04629830114287765
67,0.11059024552244594
68,0.018788960364410023
69,0.03207891704391094
70,0.0379981638923433
71,0.0513287869800861
72,0.0913434128175099
73,0.07582920535550035
74,0.054298318909929616
75,0.1445445359663618
76,0.031201827753555633
77,0.047296462642167844
78,0.018014878871928687
79,0.032953691360599405
80,0.07963154030678148
81,0.0451788119903088
82,0.030339985205147746
83,0.04601747779588961
84,0.01698583135680166
85,0.24915781668883735
86,0.08736861472077576
87,0.013639150945973849
88,0.12568449605804835
89,0.032365827991500555
90,0.05327521933540282
91,0.19801556789856065
92,0.044806930276032365
93,0.02861880649686329
94,0.023489724099282062
95,0.09309756697082483
96,0.10672786557701551
97,0.0481896544663316
98,0.05844186517673883
99,0.0430911989409303
100,0.14111412943170423
101,0.04392798008419663
102,0.02000079260069212
103,0.037566482935386294
104,0.04366467136274486
